duplicate_1,Location,duplicate_2,Location.1,E.value,duplication_status
Glyma.10G053200,glyma.Wm82.gnm4.Gm10:4763058,Glyma.11G146200,glyma.Wm82.gnm4.Gm11:17477328,9.73e-32,DSD
Glyma.10G053500,glyma.Wm82.gnm4.Gm10:4804695,Glyma.12G076200,glyma.Wm82.gnm4.Gm12:5837040,3.24e-278,DSD
Glyma.10G053700,glyma.Wm82.gnm4.Gm10:4833530,Glyma.13G221200,glyma.Wm82.gnm4.Gm13:32829545,3.15e-297,DSD
Glyma.10G053800,glyma.Wm82.gnm4.Gm10:4842517,Glyma.11G145100,glyma.Wm82.gnm4.Gm11:17349875,2.08e-79,DSD
Glyma.10G053900,glyma.Wm82.gnm4.Gm10:4878547,Glyma.12G076800,glyma.Wm82.gnm4.Gm12:5897573,1.40e-303,DSD
Glyma.10G054200,glyma.Wm82.gnm4.Gm10:4893214,Glyma.12G080100,glyma.Wm82.gnm4.Gm12:6271925,7.76e-156,DSD
Glyma.10G054500,glyma.Wm82.gnm4.Gm10:4912021,Glyma.15G190500,glyma.Wm82.gnm4.Gm15:21100089,9.24e-264,DSD
Glyma.10G055000,glyma.Wm82.gnm4.Gm10:4971903,Glyma.13G063700,glyma.Wm82.gnm4.Gm13:15319794,0.0,DSD
Glyma.10G055300,glyma.Wm82.gnm4.Gm10:5010205,Glyma.12G079500,glyma.Wm82.gnm4.Gm12:6190819,5.09e-54,DSD
Glyma.10G055600,glyma.Wm82.gnm4.Gm10:5051477,Glyma.13G142800,glyma.Wm82.gnm4.Gm13:24651636,5.40e-65,DSD
Glyma.10G055700,glyma.Wm82.gnm4.Gm10:5053088,Glyma.19G047200,glyma.Wm82.gnm4.Gm19:7350455,0.0,DSD
Glyma.10G055800,glyma.Wm82.gnm4.Gm10:5075936,Glyma.13G143000,glyma.Wm82.gnm4.Gm13:24665517,3.61e-83,DSD
Glyma.10G055900,glyma.Wm82.gnm4.Gm10:5092563,Glyma.10G056600,glyma.Wm82.gnm4.Gm10:5132852,5.12e-56,DSD
Glyma.10G056000,glyma.Wm82.gnm4.Gm10:5100151,Glyma.13G143200,glyma.Wm82.gnm4.Gm13:24691299,2.60e-86,DSD
Glyma.10G056200,glyma.Wm82.gnm4.Gm10:5105600,Glyma.10G056400,glyma.Wm82.gnm4.Gm10:5116143,3.86e-58,DSD
Glyma.10G056300,glyma.Wm82.gnm4.Gm10:5112938,Glyma.13G143100,glyma.Wm82.gnm4.Gm13:24687609,3.36e-63,DSD
Glyma.10G056400,glyma.Wm82.gnm4.Gm10:5116143,Glyma.13G143100,glyma.Wm82.gnm4.Gm13:24687609,3.92e-54,DSD
Glyma.10G056500,glyma.Wm82.gnm4.Gm10:5122247,Glyma.13G143100,glyma.Wm82.gnm4.Gm13:24687609,9.79e-50,DSD
Glyma.10G056600,glyma.Wm82.gnm4.Gm10:5132852,Glyma.13G143100,glyma.Wm82.gnm4.Gm13:24687609,4.75e-61,DSD
Glyma.10G057100,glyma.Wm82.gnm4.Gm10:5168979,Glyma.13G323600,glyma.Wm82.gnm4.Gm13:41179160,0.0,DSD
Glyma.10G057500,glyma.Wm82.gnm4.Gm10:5212651,Glyma.20G181500,glyma.Wm82.gnm4.Gm20:41915211,1.38e-118,DSD
Glyma.10G057600,glyma.Wm82.gnm4.Gm10:5225942,Glyma.11G139200,glyma.Wm82.gnm4.Gm11:10576989,6.15e-150,DSD
Glyma.10G057700,glyma.Wm82.gnm4.Gm10:5235419,Glyma.10G209200,glyma.Wm82.gnm4.Gm10:44199997,0.0,DSD
Glyma.10G058100,glyma.Wm82.gnm4.Gm10:5286022,Glyma.11G084000,glyma.Wm82.gnm4.Gm11:6299467,7.69e-112,DSD
Glyma.10G058500,glyma.Wm82.gnm4.Gm10:5357880,Glyma.17G125700,glyma.Wm82.gnm4.Gm17:10018652,5.11e-61,DSD
Glyma.10G058600,glyma.Wm82.gnm4.Gm10:5373224,Glyma.15G040100,glyma.Wm82.gnm4.Gm15:3159263,2.04e-160,DSD
Glyma.10G058800,glyma.Wm82.gnm4.Gm10:5389614,Glyma.19G185600,glyma.Wm82.gnm4.Gm19:44857861,2.26e-280,DSD
Glyma.10G058900,glyma.Wm82.gnm4.Gm10:5402520,Glyma.02G270300,glyma.Wm82.gnm4.Gm02:47258890,2.23e-216,DSD
Glyma.10G059400,glyma.Wm82.gnm4.Gm10:5446596,Glyma.13G146100,glyma.Wm82.gnm4.Gm13:25000051,2.23e-105,DSD
Glyma.10G059500,glyma.Wm82.gnm4.Gm10:5453774,Glyma.15G038100,glyma.Wm82.gnm4.Gm15:3003669,2.39e-107,DSD
Glyma.10G059601,glyma.Wm82.gnm4.Gm10:5460986,Glyma.12G066201,glyma.Wm82.gnm4.Gm12:4857376,1.77e-25,DSD
Glyma.10G059700,glyma.Wm82.gnm4.Gm10:5470416,Glyma.12G178900,glyma.Wm82.gnm4.Gm12:35337425,4.47e-45,DSD
Glyma.10G059900,glyma.Wm82.gnm4.Gm10:5480217,Glyma.11G178506,glyma.Wm82.gnm4.Gm11:27036680,3.41e-103,DSD
Glyma.10G060000,glyma.Wm82.gnm4.Gm10:5490257,Glyma.08G186400,glyma.Wm82.gnm4.Gm08:15010309,2.35e-173,DSD
Glyma.10G060300,glyma.Wm82.gnm4.Gm10:5572212,Glyma.10G061700,glyma.Wm82.gnm4.Gm10:5731880,2.69e-190,DSD
Glyma.10G060600,glyma.Wm82.gnm4.Gm10:5583596,Glyma.12G001200,glyma.Wm82.gnm4.Gm12:84019,1.87e-123,DSD
Glyma.10G060700,glyma.Wm82.gnm4.Gm10:5587360,Glyma.18G103400,glyma.Wm82.gnm4.Gm18:11046540,1.38e-205,DSD
Glyma.10G060800,glyma.Wm82.gnm4.Gm10:5612753,Glyma.10G061800,glyma.Wm82.gnm4.Gm10:5746045,3.14e-194,DSD
Glyma.10G061000,glyma.Wm82.gnm4.Gm10:5671072,Glyma.10G061800,glyma.Wm82.gnm4.Gm10:5746045,1.54e-184,DSD
Glyma.10G061300,glyma.Wm82.gnm4.Gm10:5717499,Glyma.18G103400,glyma.Wm82.gnm4.Gm18:11046540,4.17e-141,DSD
Glyma.10G061401,glyma.Wm82.gnm4.Gm10:5719731,Glyma.12G001200,glyma.Wm82.gnm4.Gm12:84019,8.56e-123,DSD
Glyma.10G062200,glyma.Wm82.gnm4.Gm10:5806319,Glyma.03G187400,glyma.Wm82.gnm4.Gm03:41035738,3.55e-232,DSD
Glyma.10G062300,glyma.Wm82.gnm4.Gm10:5818539,Glyma.18G274400,glyma.Wm82.gnm4.Gm18:55957654,3.94e-189,DSD
Glyma.10G062600,glyma.Wm82.gnm4.Gm10:5844017,Glyma.19G187000,glyma.Wm82.gnm4.Gm19:45011527,6.67e-192,DSD
Glyma.10G062700,glyma.Wm82.gnm4.Gm10:5858795,Glyma.13G321400,glyma.Wm82.gnm4.Gm13:40952669,7.05e-208,DSD
Glyma.10G062900,glyma.Wm82.gnm4.Gm10:5900343,Glyma.18G239900,glyma.Wm82.gnm4.Gm18:53133642,6.84e-157,DSD
Glyma.10G063000,glyma.Wm82.gnm4.Gm10:5910361,Glyma.16G111300,glyma.Wm82.gnm4.Gm16:24697299,1.44e-157,DSD
Glyma.10G063200,glyma.Wm82.gnm4.Gm10:5942946,Glyma.12G083000,glyma.Wm82.gnm4.Gm12:6542981,1.26e-91,DSD
Glyma.10G063600,glyma.Wm82.gnm4.Gm10:5964779,Glyma.12G179800,glyma.Wm82.gnm4.Gm12:35476281,1.68e-206,DSD
Glyma.10G063700,glyma.Wm82.gnm4.Gm10:5983931,Glyma.07G215300,glyma.Wm82.gnm4.Gm07:39075828,4.82e-131,DSD
Glyma.10G064200,glyma.Wm82.gnm4.Gm10:6033711,Glyma.13G148900,glyma.Wm82.gnm4.Gm13:25329360,2.14e-281,DSD
Glyma.10G064300,glyma.Wm82.gnm4.Gm10:6066689,Glyma.13G148900,glyma.Wm82.gnm4.Gm13:25329360,0.0,DSD
Glyma.10G064500,glyma.Wm82.gnm4.Gm10:6096901,Glyma.15G015600,glyma.Wm82.gnm4.Gm15:1233313,1.17e-137,DSD
Glyma.10G064600,glyma.Wm82.gnm4.Gm10:6103653,Glyma.12G179900,glyma.Wm82.gnm4.Gm12:35509651,6.14e-270,DSD
Glyma.10G064800,glyma.Wm82.gnm4.Gm10:6135319,Glyma.20G155700,glyma.Wm82.gnm4.Gm20:39425308,1.05e-109,DSD
Glyma.10G064900,glyma.Wm82.gnm4.Gm10:6163259,Glyma.15G033800,glyma.Wm82.gnm4.Gm15:2691543,1.05e-68,DSD
Glyma.10G065000,glyma.Wm82.gnm4.Gm10:6168618,Glyma.20G189300,glyma.Wm82.gnm4.Gm20:42751816,0.0,DSD
Glyma.10G065100,glyma.Wm82.gnm4.Gm10:6178595,Glyma.10G201400,glyma.Wm82.gnm4.Gm10:43343548,2.42e-184,DSD
Glyma.10G065400,glyma.Wm82.gnm4.Gm10:6201230,Glyma.06G127100,glyma.Wm82.gnm4.Gm06:10382350,7.20e-116,DSD
Glyma.10G065500,glyma.Wm82.gnm4.Gm10:6233967,Glyma.03G023500,glyma.Wm82.gnm4.Gm03:2462112,2.81e-65,DSD
Glyma.10G065600,glyma.Wm82.gnm4.Gm10:6250335,Glyma.10G201700,glyma.Wm82.gnm4.Gm10:43373093,2.01e-290,DSD
Glyma.10G066300,glyma.Wm82.gnm4.Gm10:6381520,Glyma.19G191900,glyma.Wm82.gnm4.Gm19:45357673,0.0,DSD
Glyma.10G066500,glyma.Wm82.gnm4.Gm10:6418946,Glyma.19G189600,glyma.Wm82.gnm4.Gm19:45184897,5.65e-87,DSD
Glyma.10G066700,glyma.Wm82.gnm4.Gm10:6430321,Glyma.14G189400,glyma.Wm82.gnm4.Gm14:46289526,5.96e-222,DSD
Glyma.10G066800,glyma.Wm82.gnm4.Gm10:6455531,Glyma.20G188100,glyma.Wm82.gnm4.Gm20:42625678,1.91e-76,DSD
Glyma.10G066900,glyma.Wm82.gnm4.Gm10:6497208,Glyma.15G025100,glyma.Wm82.gnm4.Gm15:2030757,2.67e-68,DSD
Glyma.10G067000,glyma.Wm82.gnm4.Gm10:6532573,Glyma.13G318500,glyma.Wm82.gnm4.Gm13:40663970,5.42e-44,DSD
Glyma.10G067900,glyma.Wm82.gnm4.Gm10:6649889,Glyma.08G114700,glyma.Wm82.gnm4.Gm08:8771936,9.37e-135,DSD
Glyma.10G068000,glyma.Wm82.gnm4.Gm10:6657460,Glyma.02G252200,glyma.Wm82.gnm4.Gm02:45756230,1.17e-202,DSD
Glyma.10G068201,glyma.Wm82.gnm4.Gm10:6699756,Glyma.11G194600,glyma.Wm82.gnm4.Gm11:16942708,1.53e-27,DSD
Glyma.10G068700,glyma.Wm82.gnm4.Gm10:6735765,Glyma.12G119900,glyma.Wm82.gnm4.Gm12:12750468,1.66e-65,DSD
Glyma.10G068900,glyma.Wm82.gnm4.Gm10:6741776,Glyma.13G172900,glyma.Wm82.gnm4.Gm13:28118844,6.17e-272,DSD
Glyma.10G069200,glyma.Wm82.gnm4.Gm10:6765837,Glyma.13G138500,glyma.Wm82.gnm4.Gm13:24202224,1.55e-40,DSD
Glyma.10G069400,glyma.Wm82.gnm4.Gm10:6772973,Glyma.18G222500,glyma.Wm82.gnm4.Gm18:51223454,6.25e-150,DSD
Glyma.10G069500,glyma.Wm82.gnm4.Gm10:6782582,Glyma.15G124900,glyma.Wm82.gnm4.Gm15:9860923,8.52e-270,DSD
Glyma.10G069600,glyma.Wm82.gnm4.Gm10:6796616,Glyma.13G172800,glyma.Wm82.gnm4.Gm13:28104896,8.51e-147,DSD
Glyma.10G069700,glyma.Wm82.gnm4.Gm10:6811620,Glyma.13G172700,glyma.Wm82.gnm4.Gm13:28093846,1.41e-119,DSD
Glyma.10G069800,glyma.Wm82.gnm4.Gm10:6825366,Glyma.17G028300,glyma.Wm82.gnm4.Gm17:2104739,0.0,DSD
Glyma.10G070000,glyma.Wm82.gnm4.Gm10:6857948,Glyma.18G036900,glyma.Wm82.gnm4.Gm18:2865615,6.04e-174,DSD
Glyma.10G070100,glyma.Wm82.gnm4.Gm10:6875660,Glyma.13G152780,glyma.Wm82.gnm4.Gm13:26039162,2.71e-230,DSD
Glyma.10G070200,glyma.Wm82.gnm4.Gm10:6933561,Glyma.13G152814,glyma.Wm82.gnm4.Gm13:26081882,1.05e-185,DSD
Glyma.10G070300,glyma.Wm82.gnm4.Gm10:6974827,Glyma.13G152814,glyma.Wm82.gnm4.Gm13:26081882,4.46e-234,DSD
Glyma.10G070500,glyma.Wm82.gnm4.Gm10:7020407,Glyma.13G152950,glyma.Wm82.gnm4.Gm13:26137596,3.61e-223,DSD
Glyma.10G070600,glyma.Wm82.gnm4.Gm10:7045405,Glyma.16G199900,glyma.Wm82.gnm4.Gm16:36318465,4.02e-30,DSD
Glyma.10G071000,glyma.Wm82.gnm4.Gm10:7096895,Glyma.14G024700,glyma.Wm82.gnm4.Gm14:1776582,4.29e-192,DSD
Glyma.10G071400,glyma.Wm82.gnm4.Gm10:7163352,Glyma.12G184000,glyma.Wm82.gnm4.Gm12:36006045,4.68e-94,DSD
Glyma.10G071500,glyma.Wm82.gnm4.Gm10:7181151,Glyma.10G111700,glyma.Wm82.gnm4.Gm10:26124485,6.76e-166,DSD
Glyma.10G071600,glyma.Wm82.gnm4.Gm10:7188793,Glyma.20G110100,glyma.Wm82.gnm4.Gm20:35196962,1.69e-84,DSD
Glyma.10G073400,glyma.Wm82.gnm4.Gm10:7337169,Glyma.10G059200,glyma.Wm82.gnm4.Gm10:5438377,6.49e-21,DSD
Glyma.10G074100,glyma.Wm82.gnm4.Gm10:7446816,Glyma.15G273200,glyma.Wm82.gnm4.Gm15:53049473,8.71e-153,DSD
Glyma.10G074400,glyma.Wm82.gnm4.Gm10:7457896,Glyma.11G182600,glyma.Wm82.gnm4.Gm11:15536093,1.67e-116,DSD
Glyma.10G074800,glyma.Wm82.gnm4.Gm10:7523965,Glyma.20G029100,glyma.Wm82.gnm4.Gm20:3457564,9.94e-312,DSD
Glyma.10G074900,glyma.Wm82.gnm4.Gm10:7533492,Glyma.12G003500,glyma.Wm82.gnm4.Gm12:282262,2.65e-100,DSD
Glyma.10G075400,glyma.Wm82.gnm4.Gm10:7596094,Glyma.10G075600,glyma.Wm82.gnm4.Gm10:7614014,5.01e-112,DSD
Glyma.10G075500,glyma.Wm82.gnm4.Gm10:7599937,Glyma.02G201200,glyma.Wm82.gnm4.Gm02:40333844,7.12e-110,DSD
Glyma.10G075600,glyma.Wm82.gnm4.Gm10:7614014,Glyma.02G201100,glyma.Wm82.gnm4.Gm02:40328117,2.36e-108,DSD
Glyma.10G075700,glyma.Wm82.gnm4.Gm10:7617894,Glyma.02G201000,glyma.Wm82.gnm4.Gm02:40308159,4.23e-96,DSD
Glyma.10G075800,glyma.Wm82.gnm4.Gm10:7634048,Glyma.12G186800,glyma.Wm82.gnm4.Gm12:36215302,4.02e-71,DSD
Glyma.10G076000,glyma.Wm82.gnm4.Gm10:7678382,Glyma.15G105300,glyma.Wm82.gnm4.Gm15:8232768,4.14e-138,DSD
Glyma.10G076200,glyma.Wm82.gnm4.Gm10:7726393,Glyma.01G235300,glyma.Wm82.gnm4.Gm01:57218987,2.71e-170,DSD
Glyma.10G076400,glyma.Wm82.gnm4.Gm10:7736063,Glyma.20G017700,glyma.Wm82.gnm4.Gm20:1735854,3.64e-75,DSD
Glyma.10G076500,glyma.Wm82.gnm4.Gm10:7751191,Glyma.19G053200,glyma.Wm82.gnm4.Gm19:8607865,3.09e-176,DSD
Glyma.10G076600,glyma.Wm82.gnm4.Gm10:7904979,Glyma.02G199900,glyma.Wm82.gnm4.Gm02:40150029,6.86e-39,DSD
Glyma.10G077100,glyma.Wm82.gnm4.Gm10:8171673,Glyma.10G077300,glyma.Wm82.gnm4.Gm10:8178608,2.19e-66,DSD
Glyma.10G077200,glyma.Wm82.gnm4.Gm10:8175158,Glyma.10G077500,glyma.Wm82.gnm4.Gm10:8262218,2.20e-68,DSD
Glyma.10G077600,glyma.Wm82.gnm4.Gm10:8345520,Glyma.15G189500,glyma.Wm82.gnm4.Gm15:20866245,1.25e-89,DSD
Glyma.10G077700,glyma.Wm82.gnm4.Gm10:8368790,Glyma.10G277300,glyma.Wm82.gnm4.Gm10:50023509,1.54e-44,DSD
Glyma.10G078100,glyma.Wm82.gnm4.Gm10:8487657,Glyma.15G209700,glyma.Wm82.gnm4.Gm15:33019866,2.75e-23,DSD
Glyma.10G078200,glyma.Wm82.gnm4.Gm10:8516779,Glyma.11G180100,glyma.Wm82.gnm4.Gm11:15112800,3.06e-155,DSD
Glyma.10G078500,glyma.Wm82.gnm4.Gm10:8597456,Glyma.11G145100,glyma.Wm82.gnm4.Gm11:17349875,3.94e-113,DSD
Glyma.10G078700,glyma.Wm82.gnm4.Gm10:8654205,Glyma.09G060600,glyma.Wm82.gnm4.Gm09:5627441,1.62e-51,DSD
Glyma.10G079000,glyma.Wm82.gnm4.Gm10:8717477,Glyma.20G193900,glyma.Wm82.gnm4.Gm20:43236518,1.40e-220,DSD
Glyma.10G079266,glyma.Wm82.gnm4.Gm10:8844740,Glyma.06G197966,glyma.Wm82.gnm4.Gm06:17936889,1.93e-22,DSD
Glyma.10G079400,glyma.Wm82.gnm4.Gm10:8859736,Glyma.03G201100,glyma.Wm82.gnm4.Gm03:42140618,1.47e-64,DSD
Glyma.10G079700,glyma.Wm82.gnm4.Gm10:8991922,Glyma.03G201500,glyma.Wm82.gnm4.Gm03:42154724,3.71e-55,DSD
Glyma.10G079900,glyma.Wm82.gnm4.Gm10:9018688,Glyma.03G201500,glyma.Wm82.gnm4.Gm03:42154724,7.04e-74,DSD
Glyma.10G080000,glyma.Wm82.gnm4.Gm10:9033006,Glyma.12G093600,glyma.Wm82.gnm4.Gm12:7642137,1.14e-76,DSD
Glyma.10G080050,glyma.Wm82.gnm4.Gm10:9069771,Glyma.13G318800,glyma.Wm82.gnm4.Gm13:40698065,3.25e-39,DSD
Glyma.10G080102,glyma.Wm82.gnm4.Gm10:9104200,Glyma.10G080301,glyma.Wm82.gnm4.Gm10:9128181,7.62e-47,DSD
Glyma.10G080152,glyma.Wm82.gnm4.Gm10:9116122,Glyma.10G080301,glyma.Wm82.gnm4.Gm10:9128181,3.80e-47,DSD
Glyma.10G080200,glyma.Wm82.gnm4.Gm10:9124732,Glyma.02G180000,glyma.Wm82.gnm4.Gm02:32459675,1.74e-51,DSD
Glyma.10G080900,glyma.Wm82.gnm4.Gm10:9330710,Glyma.15G209700,glyma.Wm82.gnm4.Gm15:33019866,4.98e-17,DSD
Glyma.10G081300,glyma.Wm82.gnm4.Gm10:9400088,Glyma.12G188100,glyma.Wm82.gnm4.Gm12:36366765,0.0,DSD
Glyma.10G081500,glyma.Wm82.gnm4.Gm10:9485124,Glyma.14G208400,glyma.Wm82.gnm4.Gm14:48255485,5.65e-97,DSD
Glyma.10G081700,glyma.Wm82.gnm4.Gm10:9532293,Glyma.13G312900,glyma.Wm82.gnm4.Gm13:40175514,2.34e-182,DSD
Glyma.10G081900,glyma.Wm82.gnm4.Gm10:9670126,Glyma.19G199300,glyma.Wm82.gnm4.Gm19:46164125,1.50e-192,DSD
Glyma.10G082000,glyma.Wm82.gnm4.Gm10:9705055,Glyma.19G199200,glyma.Wm82.gnm4.Gm19:46159132,1.50e-86,DSD
Glyma.10G082300,glyma.Wm82.gnm4.Gm10:9750114,Glyma.08G229400,glyma.Wm82.gnm4.Gm08:18793774,2.92e-292,DSD
Glyma.10G082400,glyma.Wm82.gnm4.Gm10:9793983,Glyma.13G245800,glyma.Wm82.gnm4.Gm13:34884560,2.56e-121,DSD
Glyma.10G082600,glyma.Wm82.gnm4.Gm10:9812726,Glyma.13G145200,glyma.Wm82.gnm4.Gm13:24911307,1.00e-48,DSD
Glyma.10G082900,glyma.Wm82.gnm4.Gm10:9887439,Glyma.12G095500,glyma.Wm82.gnm4.Gm12:8007129,2.38e-122,DSD
Glyma.10G083200,glyma.Wm82.gnm4.Gm10:9960375,Glyma.10G086400,glyma.Wm82.gnm4.Gm10:10799452,2.92e-66,DSD
Glyma.10G083300,glyma.Wm82.gnm4.Gm10:9969256,Glyma.11G172191,glyma.Wm82.gnm4.Gm11:14393640,1.46e-50,DSD
Glyma.10G083500,glyma.Wm82.gnm4.Gm10:10035026,Glyma.10G194900,glyma.Wm82.gnm4.Gm10:42780416,3.18e-227,DSD
Glyma.10G084000,glyma.Wm82.gnm4.Gm10:10228471,Glyma.20G070700,glyma.Wm82.gnm4.Gm20:25038446,3.06e-259,DSD
Glyma.10G084400,glyma.Wm82.gnm4.Gm10:10262083,Glyma.08G230500,glyma.Wm82.gnm4.Gm08:18936308,1.17e-48,DSD
Glyma.10G084500,glyma.Wm82.gnm4.Gm10:10267852,Glyma.12G190800,glyma.Wm82.gnm4.Gm12:36697880,2.86e-142,DSD
Glyma.10G084600,glyma.Wm82.gnm4.Gm10:10287332,Glyma.10G085200,glyma.Wm82.gnm4.Gm10:10455060,2.71e-127,DSD
Glyma.10G084700,glyma.Wm82.gnm4.Gm10:10328857,Glyma.10G085900,glyma.Wm82.gnm4.Gm10:10669783,3.24e-118,DSD
Glyma.10G084800,glyma.Wm82.gnm4.Gm10:10352788,Glyma.10G085900,glyma.Wm82.gnm4.Gm10:10669783,2.38e-120,DSD
Glyma.10G084900,glyma.Wm82.gnm4.Gm10:10386199,Glyma.19G201900,glyma.Wm82.gnm4.Gm19:46425668,2.94e-42,DSD
Glyma.10G085100,glyma.Wm82.gnm4.Gm10:10441952,Glyma.10G085900,glyma.Wm82.gnm4.Gm10:10669783,3.79e-117,DSD
Glyma.10G085200,glyma.Wm82.gnm4.Gm10:10455060,Glyma.19G201900,glyma.Wm82.gnm4.Gm19:46425668,5.89e-42,DSD
Glyma.10G085600,glyma.Wm82.gnm4.Gm10:10553516,Glyma.10G085900,glyma.Wm82.gnm4.Gm10:10669783,2.38e-120,DSD
Glyma.10G085700,glyma.Wm82.gnm4.Gm10:10640788,Glyma.10G086400,glyma.Wm82.gnm4.Gm10:10799452,6.00e-121,DSD
Glyma.10G086600,glyma.Wm82.gnm4.Gm10:10918687,Glyma.20G070500,glyma.Wm82.gnm4.Gm20:25012486,1.86e-191,DSD
Glyma.10G086800,glyma.Wm82.gnm4.Gm10:10960217,Glyma.13G279800,glyma.Wm82.gnm4.Gm13:37513778,1.06e-186,DSD
Glyma.10G087000,glyma.Wm82.gnm4.Gm10:10996522,Glyma.16G205500,glyma.Wm82.gnm4.Gm16:36844857,6.69e-97,DSD
Glyma.10G087100,glyma.Wm82.gnm4.Gm10:11001699,Glyma.20G070700,glyma.Wm82.gnm4.Gm20:25038446,2.15e-249,DSD
Glyma.10G087400,glyma.Wm82.gnm4.Gm10:11110552,Glyma.11G153301,glyma.Wm82.gnm4.Gm11:18535549,1.81e-38,DSD
Glyma.10G088200,glyma.Wm82.gnm4.Gm10:11592149,Glyma.09G117400,glyma.Wm82.gnm4.Gm09:28484373,2.60e-102,DSD
Glyma.10G088400,glyma.Wm82.gnm4.Gm10:11618142,Glyma.17G015500,glyma.Wm82.gnm4.Gm17:1162085,9.85e-109,DSD
Glyma.10G088900,glyma.Wm82.gnm4.Gm10:11714357,Glyma.12G012200,glyma.Wm82.gnm4.Gm12:891054,9.13e-218,DSD
Glyma.10G089000,glyma.Wm82.gnm4.Gm10:11726205,Glyma.11G145100,glyma.Wm82.gnm4.Gm11:17349875,3.07e-96,DSD
Glyma.10G089200,glyma.Wm82.gnm4.Gm10:11753865,Glyma.12G007600,glyma.Wm82.gnm4.Gm12:555345,1.60e-239,DSD
Glyma.10G089300,glyma.Wm82.gnm4.Gm10:11777832,Glyma.15G275700,glyma.Wm82.gnm4.Gm15:53464122,2.43e-45,DSD
Glyma.10G089500,glyma.Wm82.gnm4.Gm10:11795500,Glyma.15G275600,glyma.Wm82.gnm4.Gm15:53447755,7.95e-49,DSD
Glyma.10G089900,glyma.Wm82.gnm4.Gm10:11840411,Glyma.12G008100,glyma.Wm82.gnm4.Gm12:593355,0.0,DSD
Glyma.10G090100,glyma.Wm82.gnm4.Gm10:11865502,Glyma.14G126200,glyma.Wm82.gnm4.Gm14:15979750,1.13e-131,DSD
Glyma.10G090500,glyma.Wm82.gnm4.Gm10:11937986,Glyma.12G009300,glyma.Wm82.gnm4.Gm12:672798,1.70e-228,DSD
Glyma.10G090600,glyma.Wm82.gnm4.Gm10:11945718,Glyma.20G145300,glyma.Wm82.gnm4.Gm20:38369021,7.82e-221,DSD
Glyma.10G091400,glyma.Wm82.gnm4.Gm10:12326141,Glyma.15G111600,glyma.Wm82.gnm4.Gm15:8711104,3.33e-131,DSD
Glyma.10G091800,glyma.Wm82.gnm4.Gm10:12473279,Glyma.11G130400,glyma.Wm82.gnm4.Gm11:9920302,0.0,DSD
Glyma.10G092200,glyma.Wm82.gnm4.Gm10:12680956,Glyma.09G003400,glyma.Wm82.gnm4.Gm09:287590,0.0,DSD
Glyma.10G092250,glyma.Wm82.gnm4.Gm10:12715255,Glyma.12G237433,glyma.Wm82.gnm4.Gm12:41076249,5.71e-42,DSD
Glyma.10G092500,glyma.Wm82.gnm4.Gm10:12722792,Glyma.03G142100,glyma.Wm82.gnm4.Gm03:36982937,1.30e-207,DSD
Glyma.10G092600,glyma.Wm82.gnm4.Gm10:12775036,Glyma.03G142000,glyma.Wm82.gnm4.Gm03:36979971,2.66e-215,DSD
Glyma.10G092700,glyma.Wm82.gnm4.Gm10:12801694,Glyma.11G167591,glyma.Wm82.gnm4.Gm11:13514071,1.07e-132,DSD
Glyma.10G092800,glyma.Wm82.gnm4.Gm10:12830700,Glyma.19G133200,glyma.Wm82.gnm4.Gm19:39890458,1.88e-93,DSD
Glyma.10G093100,glyma.Wm82.gnm4.Gm10:12938743,Glyma.13G341700,glyma.Wm82.gnm4.Gm13:42709134,4.15e-75,DSD
Glyma.10G093400,glyma.Wm82.gnm4.Gm10:13093678,Glyma.18G220800,glyma.Wm82.gnm4.Gm18:51063324,2.08e-33,DSD
Glyma.10G093700,glyma.Wm82.gnm4.Gm10:13230614,Glyma.03G059500,glyma.Wm82.gnm4.Gm03:8673471,0.0,DSD
Glyma.10G093801,glyma.Wm82.gnm4.Gm10:13237307,Glyma.05G244400,glyma.Wm82.gnm4.Gm05:41920836,3.45e-64,DSD
Glyma.10G094000,glyma.Wm82.gnm4.Gm10:13274477,Glyma.19G130500,glyma.Wm82.gnm4.Gm19:39480220,1.01e-259,DSD
Glyma.10G094100,glyma.Wm82.gnm4.Gm10:13286668,Glyma.14G156200,glyma.Wm82.gnm4.Gm14:29974477,0.0,DSD
Glyma.10G094600,glyma.Wm82.gnm4.Gm10:13403277,Glyma.06G257800,glyma.Wm82.gnm4.Gm06:43588039,1.09e-11,DSD
Glyma.10G094650,glyma.Wm82.gnm4.Gm10:13418536,Glyma.20G146400,glyma.Wm82.gnm4.Gm20:38467041,9.36e-16,DSD
Glyma.10G095500,glyma.Wm82.gnm4.Gm10:13758439,Glyma.15G034100,glyma.Wm82.gnm4.Gm15:2715348,8.40e-161,DSD
Glyma.10G096000,glyma.Wm82.gnm4.Gm10:19842051,Glyma.18G152100,glyma.Wm82.gnm4.Gm18:28785365,0.0,DSD
Glyma.10G096120,glyma.Wm82.gnm4.Gm10:19952701,Glyma.02G156600,glyma.Wm82.gnm4.Gm02:17098809,2.25e-74,DSD
Glyma.10G096200,glyma.Wm82.gnm4.Gm10:19985055,Glyma.14G124300,glyma.Wm82.gnm4.Gm14:35933684,2.50e-103,DSD
Glyma.10G096300,glyma.Wm82.gnm4.Gm10:20269471,Glyma.10G207600,glyma.Wm82.gnm4.Gm10:44004725,3.50e-90,DSD
