fam,geneA1,geneA2,geneB1,geneB2,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.03786,glyma.Wm82.gnm4.ann1.Glyma.12G210000.1,glyma.Wm82.gnm4.ann1.Glyma.13G291300.1,glyma.Wm82.gnm4.ann1.Glyma.06G283200.5,glyma.Wm82.gnm4.ann1.Glyma.12G122900.1,Glyma.12G210000,Glyma.13G291300,Glyma.06G283200,Glyma.12G122900
Legume.fam3.03790,glyma.Wm82.gnm4.ann1.Glyma.20G088900.1,glyma.Wm82.gnm4.ann1.Glyma.10G007200.1,glyma.Wm82.gnm4.ann1.Glyma.20G203400.1,glyma.Wm82.gnm4.ann1.Glyma.10G187100.1,Glyma.20G088900,Glyma.10G007200,Glyma.20G203400,Glyma.10G187100
Legume.fam3.03794,glyma.Wm82.gnm4.ann1.Glyma.17G020500.1,glyma.Wm82.gnm4.ann1.Glyma.07G253800.21,glyma.Wm82.gnm4.ann1.Glyma.13G212200.2,glyma.Wm82.gnm4.ann1.Glyma.15G100500.2,Glyma.17G020500,Glyma.07G253800,Glyma.13G212200,Glyma.15G100500
Legume.fam3.03796,glyma.Wm82.gnm4.ann1.Glyma.18G004300.1,glyma.Wm82.gnm4.ann1.Glyma.11G252600.5,glyma.Wm82.gnm4.ann1.Glyma.08G105700.1,glyma.Wm82.gnm4.ann1.Glyma.05G149100.1,Glyma.18G004300,Glyma.11G252600,Glyma.08G105700,Glyma.05G149100
Legume.fam3.03799,glyma.Wm82.gnm4.ann1.Glyma.09G198000.3,glyma.Wm82.gnm4.ann1.Glyma.16G116100.1,glyma.Wm82.gnm4.ann1.Glyma.11G086000.4,glyma.Wm82.gnm4.ann1.Glyma.01G158600.1,Glyma.09G198000,Glyma.16G116100,Glyma.11G086000,Glyma.01G158600
Legume.fam3.03804,glyma.Wm82.gnm4.ann1.Glyma.11G056500.1,glyma.Wm82.gnm4.ann1.Glyma.01G185600.1,glyma.Wm82.gnm4.ann1.Glyma.17G175400.1,glyma.Wm82.gnm4.ann1.Glyma.05G085200.1,Glyma.11G056500,Glyma.01G185600,Glyma.17G175400,Glyma.05G085200
Legume.fam3.03805,glyma.Wm82.gnm4.ann1.Glyma.01G188600.1,glyma.Wm82.gnm4.ann1.Glyma.11G053600.1,glyma.Wm82.gnm4.ann1.Glyma.05G092800.1,glyma.Wm82.gnm4.ann1.Glyma.17G169800.1,Glyma.01G188600,Glyma.11G053600,Glyma.05G092800,Glyma.17G169800
Legume.fam3.03808,glyma.Wm82.gnm4.ann1.Glyma.17G155600.1,glyma.Wm82.gnm4.ann1.Glyma.05G111400.2,glyma.Wm82.gnm4.ann1.Glyma.11G043200.2,glyma.Wm82.gnm4.ann1.Glyma.01G198700.1,Glyma.17G155600,Glyma.05G111400,Glyma.11G043200,Glyma.01G198700
Legume.fam3.03817,glyma.Wm82.gnm4.ann1.Glyma.13G308700.1,glyma.Wm82.gnm4.ann1.Glyma.12G193800.1,glyma.Wm82.gnm4.ann1.Glyma.06G305700.1,glyma.Wm82.gnm4.ann1.Glyma.12G098900.1,Glyma.13G308700,Glyma.12G193800,Glyma.06G305700,Glyma.12G098900
Legume.fam3.03819,glyma.Wm82.gnm4.ann1.Glyma.02G033500.3,glyma.Wm82.gnm4.ann1.Glyma.01G031900.7,glyma.Wm82.gnm4.ann1.Glyma.08G288600.3,glyma.Wm82.gnm4.ann1.Glyma.18G136200.4,Glyma.02G033500,Glyma.01G031900,Glyma.08G288600,Glyma.18G136200
Legume.fam3.03822,glyma.Wm82.gnm4.ann1.Glyma.18G128600.1,glyma.Wm82.gnm4.ann1.Glyma.08G294300.1,glyma.Wm82.gnm4.ann1.Glyma.02G025000.1,glyma.Wm82.gnm4.ann1.Glyma.01G039800.1,Glyma.18G128600,Glyma.08G294300,Glyma.02G025000,Glyma.01G039800
Legume.fam3.03831,glyma.Wm82.gnm4.ann1.Glyma.15G042200.1,glyma.Wm82.gnm4.ann1.Glyma.13G332001.1,glyma.Wm82.gnm4.ann1.Glyma.12G075300.1,glyma.Wm82.gnm4.ann1.Glyma.11G144500.1,Glyma.15G042200,Glyma.13G332001,Glyma.12G075300,Glyma.11G144500
Legume.fam3.03833,glyma.Wm82.gnm4.ann1.Glyma.10G230700.1,glyma.Wm82.gnm4.ann1.Glyma.20G162800.2,glyma.Wm82.gnm4.ann1.Glyma.16G178700.1,glyma.Wm82.gnm4.ann1.Glyma.09G131400.5,Glyma.10G230700,Glyma.20G162800,Glyma.16G178700,Glyma.09G131400
Legume.fam3.03835,glyma.Wm82.gnm4.ann1.Glyma.01G088200.1,glyma.Wm82.gnm4.ann1.Glyma.02G100200.1,glyma.Wm82.gnm4.ann1.Glyma.20G185800.1,glyma.Wm82.gnm4.ann1.Glyma.10G204700.1,Glyma.01G088200,Glyma.02G100200,Glyma.20G185800,Glyma.10G204700
Legume.fam3.03837,glyma.Wm82.gnm4.ann1.Glyma.20G028000.1,glyma.Wm82.gnm4.ann1.Glyma.07G227200.3,glyma.Wm82.gnm4.ann1.Glyma.01G053800.1,glyma.Wm82.gnm4.ann1.Glyma.02G112100.1,Glyma.20G028000,Glyma.07G227200,Glyma.01G053800,Glyma.02G112100
Legume.fam3.03840,glyma.Wm82.gnm4.ann1.Glyma.08G288500.1,glyma.Wm82.gnm4.ann1.Glyma.18G136500.1,glyma.Wm82.gnm4.ann1.Glyma.01G031800.1,glyma.Wm82.gnm4.ann1.Glyma.02G033600.2,Glyma.08G288500,Glyma.18G136500,Glyma.01G031800,Glyma.02G033600
Legume.fam3.03841,glyma.Wm82.gnm4.ann1.Glyma.08G288000.1,glyma.Wm82.gnm4.ann1.Glyma.18G137300.1,glyma.Wm82.gnm4.ann1.Glyma.02G034000.1,glyma.Wm82.gnm4.ann1.Glyma.01G031500.1,Glyma.08G288000,Glyma.18G137300,Glyma.02G034000,Glyma.01G031500
Legume.fam3.03850,glyma.Wm82.gnm4.ann1.Glyma.13G207300.1,glyma.Wm82.gnm4.ann1.Glyma.15G105300.1,glyma.Wm82.gnm4.ann1.Glyma.17G016100.1,glyma.Wm82.gnm4.ann1.Glyma.07G257900.1,Glyma.13G207300,Glyma.15G105300,Glyma.17G016100,Glyma.07G257900
Legume.fam3.03854,glyma.Wm82.gnm4.ann1.Glyma.05G183100.1,glyma.Wm82.gnm4.ann1.Glyma.08G140900.1,glyma.Wm82.gnm4.ann1.Glyma.06G145700.1,glyma.Wm82.gnm4.ann1.Glyma.04G220200.4,Glyma.05G183100,Glyma.08G140900,Glyma.06G145700,Glyma.04G220200
Legume.fam3.03856,glyma.Wm82.gnm4.ann1.Glyma.06G167700.1,glyma.Wm82.gnm4.ann1.Glyma.04G197900.1,glyma.Wm82.gnm4.ann1.Glyma.05G203100.1,glyma.Wm82.gnm4.ann1.Glyma.08G010600.1,Glyma.06G167700,Glyma.04G197900,Glyma.05G203100,Glyma.08G010600
Legume.fam3.03858,glyma.Wm82.gnm4.ann1.Glyma.06G181900.1,glyma.Wm82.gnm4.ann1.Glyma.04G184000.6,glyma.Wm82.gnm4.ann1.Glyma.17G088800.1,glyma.Wm82.gnm4.ann1.Glyma.05G038300.1,Glyma.06G181900,Glyma.04G184000,Glyma.17G088800,Glyma.05G038300
Legume.fam3.03859,glyma.Wm82.gnm4.ann1.Glyma.06G183300.1,glyma.Wm82.gnm4.ann1.Glyma.04G182100.2,glyma.Wm82.gnm4.ann1.Glyma.17G090200.1,glyma.Wm82.gnm4.ann1.Glyma.05G037000.1,Glyma.06G183300,Glyma.04G182100,Glyma.17G090200,Glyma.05G037000
Legume.fam3.03860,glyma.Wm82.gnm4.ann1.Glyma.06G190000.1,glyma.Wm82.gnm4.ann1.Glyma.04G174700.1,glyma.Wm82.gnm4.ann1.Glyma.17G096500.1,glyma.Wm82.gnm4.ann1.Glyma.05G030100.1,Glyma.06G190000,Glyma.04G174700,Glyma.17G096500,Glyma.05G030100
Legume.fam3.03861,glyma.Wm82.gnm4.ann1.Glyma.17G059600.4,glyma.Wm82.gnm4.ann1.Glyma.13G100300.1,glyma.Wm82.gnm4.ann1.Glyma.15G165700.1,glyma.Wm82.gnm4.ann1.Glyma.09G059400.1,Glyma.17G059600,Glyma.13G100300,Glyma.15G165700,Glyma.09G059400
Legume.fam3.03862,glyma.Wm82.gnm4.ann1.Glyma.17G059400.1,glyma.Wm82.gnm4.ann1.Glyma.13G100500.4,glyma.Wm82.gnm4.ann1.Glyma.09G059700.1,glyma.Wm82.gnm4.ann1.Glyma.15G166200.1,Glyma.17G059400,Glyma.13G100500,Glyma.09G059700,Glyma.15G166200
Legume.fam3.03871,glyma.Wm82.gnm4.ann1.Glyma.18G253800.2,glyma.Wm82.gnm4.ann1.Glyma.09G241800.4,glyma.Wm82.gnm4.ann1.Glyma.03G114300.1,glyma.Wm82.gnm4.ann1.Glyma.07G112400.1,Glyma.18G253800,Glyma.09G241800,Glyma.03G114300,Glyma.07G112400
Legume.fam3.03874,glyma.Wm82.gnm4.ann1.Glyma.13G244200.1,glyma.Wm82.gnm4.ann1.Glyma.15G069500.2,glyma.Wm82.gnm4.ann1.Glyma.13G184200.5,glyma.Wm82.gnm4.ann1.Glyma.07G192200.1,Glyma.13G244200,Glyma.15G069500,Glyma.13G184200,Glyma.07G192200
Legume.fam3.03876,glyma.Wm82.gnm4.ann1.Glyma.18G119300.1,glyma.Wm82.gnm4.ann1.Glyma.08G301100.1,glyma.Wm82.gnm4.ann1.Glyma.02G107000.1,glyma.Wm82.gnm4.ann1.Glyma.01G046800.1,Glyma.18G119300,Glyma.08G301100,Glyma.02G107000,Glyma.01G046800
Legume.fam3.03878,glyma.Wm82.gnm4.ann1.Glyma.05G147200.1,glyma.Wm82.gnm4.ann1.Glyma.08G104200.2,glyma.Wm82.gnm4.ann1.Glyma.11G250500.1,glyma.Wm82.gnm4.ann1.Glyma.18G006700.1,Glyma.05G147200,Glyma.08G104200,Glyma.11G250500,Glyma.18G006700
Legume.fam3.03889,glyma.Wm82.gnm4.ann1.Glyma.15G126600.1,glyma.Wm82.gnm4.ann1.Glyma.09G020100.1,glyma.Wm82.gnm4.ann1.Glyma.20G022800.6,glyma.Wm82.gnm4.ann1.Glyma.07G223400.1,Glyma.15G126600,Glyma.09G020100,Glyma.20G022800,Glyma.07G223400
Legume.fam3.03890,glyma.Wm82.gnm4.ann1.Glyma.15G217300.1,glyma.Wm82.gnm4.ann1.Glyma.08G232900.1,glyma.Wm82.gnm4.ann1.Glyma.08G162500.1,glyma.Wm82.gnm4.ann1.Glyma.15G265200.1,Glyma.15G217300,Glyma.08G232900,Glyma.08G162500,Glyma.15G265200
Legume.fam3.03897,glyma.Wm82.gnm4.ann1.Glyma.13G191900.1,glyma.Wm82.gnm4.ann1.Glyma.15G229400.1,glyma.Wm82.gnm4.ann1.Glyma.11G158200.2,glyma.Wm82.gnm4.ann1.Glyma.04G133400.1,Glyma.13G191900,Glyma.15G229400,Glyma.11G158200,Glyma.04G133400
Legume.fam3.03902,glyma.Wm82.gnm4.ann1.Glyma.20G176800.1,glyma.Wm82.gnm4.ann1.Glyma.10G215000.3,glyma.Wm82.gnm4.ann1.Glyma.02G074800.1,glyma.Wm82.gnm4.ann1.Glyma.16G156700.1,Glyma.20G176800,Glyma.10G215000,Glyma.02G074800,Glyma.16G156700
Legume.fam3.03905,glyma.Wm82.gnm4.ann1.Glyma.07G084300.1,glyma.Wm82.gnm4.ann1.Glyma.09G192600.1,glyma.Wm82.gnm4.ann1.Glyma.05G229800.3,glyma.Wm82.gnm4.ann1.Glyma.08G037300.2,Glyma.07G084300,Glyma.09G192600,Glyma.05G229800,Glyma.08G037300
Legume.fam3.03908,glyma.Wm82.gnm4.ann1.Glyma.03G148800.1,glyma.Wm82.gnm4.ann1.Glyma.19G152100.2,glyma.Wm82.gnm4.ann1.Glyma.10G023300.1,glyma.Wm82.gnm4.ann1.Glyma.02G150700.1,Glyma.03G148800,Glyma.19G152100,Glyma.10G023300,Glyma.02G150700
Legume.fam3.03915,glyma.Wm82.gnm4.ann1.Glyma.19G180200.1,glyma.Wm82.gnm4.ann1.Glyma.03G179500.1,glyma.Wm82.gnm4.ann1.Glyma.13G138900.1,glyma.Wm82.gnm4.ann1.Glyma.10G051400.2,Glyma.19G180200,Glyma.03G179500,Glyma.13G138900,Glyma.10G051400
Legume.fam3.03916,glyma.Wm82.gnm4.ann1.Glyma.20G134100.1,glyma.Wm82.gnm4.ann1.Glyma.10G257100.1,glyma.Wm82.gnm4.ann1.Glyma.11G001800.1,glyma.Wm82.gnm4.ann1.Glyma.01G242500.1,Glyma.20G134100,Glyma.10G257100,Glyma.11G001800,Glyma.01G242500
Legume.fam3.03921,glyma.Wm82.gnm4.ann1.Glyma.10G073700.1,glyma.Wm82.gnm4.ann1.Glyma.13G154400.1,glyma.Wm82.gnm4.ann1.Glyma.19G194964.1,glyma.Wm82.gnm4.ann1.Glyma.03G196600.1,Glyma.10G073700,Glyma.13G154400,Glyma.19G194964,Glyma.03G196600
Legume.fam3.03924,glyma.Wm82.gnm4.ann1.Glyma.19G146000.1,glyma.Wm82.gnm4.ann1.Glyma.03G143100.1,glyma.Wm82.gnm4.ann1.Glyma.02G177500.1,glyma.Wm82.gnm4.ann1.Glyma.09G113800.1,Glyma.19G146000,Glyma.03G143100,Glyma.02G177500,Glyma.09G113800
Legume.fam3.03930,glyma.Wm82.gnm4.ann1.Glyma.16G152500.2,glyma.Wm82.gnm4.ann1.Glyma.02G071300.1,glyma.Wm82.gnm4.ann1.Glyma.19G109500.9,glyma.Wm82.gnm4.ann1.Glyma.16G042600.1,Glyma.16G152500,Glyma.02G071300,Glyma.19G109500,Glyma.16G042600
Legume.fam3.03931,glyma.Wm82.gnm4.ann1.Glyma.02G070000.1,glyma.Wm82.gnm4.ann1.Glyma.16G151500.1,glyma.Wm82.gnm4.ann1.Glyma.19G108800.1,glyma.Wm82.gnm4.ann1.Glyma.16G043200.1,Glyma.02G070000,Glyma.16G151500,Glyma.19G108800,Glyma.16G043200
Legume.fam3.03942,glyma.Wm82.gnm4.ann1.Glyma.04G161000.1,glyma.Wm82.gnm4.ann1.Glyma.06G204400.1,glyma.Wm82.gnm4.ann1.Glyma.05G019800.9,glyma.Wm82.gnm4.ann1.Glyma.17G080000.1,Glyma.04G161000,Glyma.06G204400,Glyma.05G019800,Glyma.17G080000
Legume.fam3.03945,glyma.Wm82.gnm4.ann1.Glyma.07G209500.1,glyma.Wm82.gnm4.ann1.Glyma.02G135400.1,glyma.Wm82.gnm4.ann1.Glyma.07G178500.1,glyma.Wm82.gnm4.ann1.Glyma.20G009800.1,Glyma.07G209500,Glyma.02G135400,Glyma.07G178500,Glyma.20G009800
Legume.fam3.03951,glyma.Wm82.gnm4.ann1.Glyma.04G091900.1,glyma.Wm82.gnm4.ann1.Glyma.06G093700.2,glyma.Wm82.gnm4.ann1.Glyma.14G180800.1,glyma.Wm82.gnm4.ann1.Glyma.02G213200.1,Glyma.04G091900,Glyma.06G093700,Glyma.14G180800,Glyma.02G213200
Legume.fam3.03956,glyma.Wm82.gnm4.ann1.Glyma.06G051800.1,glyma.Wm82.gnm4.ann1.Glyma.04G050900.1,glyma.Wm82.gnm4.ann1.Glyma.14G093700.1,glyma.Wm82.gnm4.ann1.Glyma.17G229900.1,Glyma.06G051800,Glyma.04G050900,Glyma.14G093700,Glyma.17G229900
Legume.fam3.03959,glyma.Wm82.gnm4.ann1.Glyma.04G045800.2,glyma.Wm82.gnm4.ann1.Glyma.06G046600.1,glyma.Wm82.gnm4.ann1.Glyma.14G089012.1,glyma.Wm82.gnm4.ann1.Glyma.17G235000.5,Glyma.04G045800,Glyma.06G046600,Glyma.14G089012,Glyma.17G235000
Legume.fam3.03964,glyma.Wm82.gnm4.ann1.Glyma.14G188400.1,glyma.Wm82.gnm4.ann1.Glyma.02G220900.1,glyma.Wm82.gnm4.ann1.Glyma.04G225800.2,glyma.Wm82.gnm4.ann1.Glyma.06G139000.1,Glyma.14G188400,Glyma.02G220900,Glyma.04G225800,Glyma.06G139000
Legume.fam3.03965,glyma.Wm82.gnm4.ann1.Glyma.11G231300.1,glyma.Wm82.gnm4.ann1.Glyma.18G025800.1,glyma.Wm82.gnm4.ann1.Glyma.14G058200.1,glyma.Wm82.gnm4.ann1.Glyma.02G258300.1,Glyma.11G231300,Glyma.18G025800,Glyma.14G058200,Glyma.02G258300
Legume.fam3.03967,glyma.Wm82.gnm4.ann1.Glyma.02G250700.1,glyma.Wm82.gnm4.ann1.Glyma.14G066000.1,glyma.Wm82.gnm4.ann1.Glyma.18G034600.1,glyma.Wm82.gnm4.ann1.Glyma.11G223000.1,Glyma.02G250700,Glyma.14G066000,Glyma.18G034600,Glyma.11G223000
Legume.fam3.03968,glyma.Wm82.gnm4.ann1.Glyma.18G039400.1,glyma.Wm82.gnm4.ann1.Glyma.11G217400.1,glyma.Wm82.gnm4.ann1.Glyma.14G216100.1,glyma.Wm82.gnm4.ann1.Glyma.02G246000.1,Glyma.18G039400,Glyma.11G217400,Glyma.14G216100,Glyma.02G246000
Legume.fam3.03971,glyma.Wm82.gnm4.ann1.Glyma.02G234900.1,glyma.Wm82.gnm4.ann1.Glyma.14G202800.1,glyma.Wm82.gnm4.ann1.Glyma.11G161000.1,glyma.Wm82.gnm4.ann1.Glyma.18G054800.1,Glyma.02G234900,Glyma.14G202800,Glyma.11G161000,Glyma.18G054800
Legume.fam3.03975,glyma.Wm82.gnm4.ann1.Glyma.07G230400.5,glyma.Wm82.gnm4.ann1.Glyma.20G037100.3,glyma.Wm82.gnm4.ann1.Glyma.02G280000.1,glyma.Wm82.gnm4.ann1.Glyma.14G034800.1,Glyma.07G230400,Glyma.20G037100,Glyma.02G280000,Glyma.14G034800
Legume.fam3.03976,glyma.Wm82.gnm4.ann1.Glyma.08G303900.3,glyma.Wm82.gnm4.ann1.Glyma.18G115700.1,glyma.Wm82.gnm4.ann1.Glyma.02G282100.1,glyma.Wm82.gnm4.ann1.Glyma.14G032200.1,Glyma.08G303900,Glyma.18G115700,Glyma.02G282100,Glyma.14G032200
Legume.fam3.03979,glyma.Wm82.gnm4.ann1.Glyma.14G187200.1,glyma.Wm82.gnm4.ann1.Glyma.02G220600.5,glyma.Wm82.gnm4.ann1.Glyma.04G225400.1,glyma.Wm82.gnm4.ann1.Glyma.06G139400.1,Glyma.14G187200,Glyma.02G220600,Glyma.04G225400,Glyma.06G139400
Legume.fam3.03982,glyma.Wm82.gnm4.ann1.Glyma.04G027600.1,glyma.Wm82.gnm4.ann1.Glyma.06G027700.1,glyma.Wm82.gnm4.ann1.Glyma.14G216300.1,glyma.Wm82.gnm4.ann1.Glyma.17G254900.4,Glyma.04G027600,Glyma.06G027700,Glyma.14G216300,Glyma.17G254900
Legume.fam3.03984,glyma.Wm82.gnm4.ann1.Glyma.17G261700.1,glyma.Wm82.gnm4.ann1.Glyma.14G223500.1,glyma.Wm82.gnm4.ann1.Glyma.06G017900.1,glyma.Wm82.gnm4.ann1.Glyma.04G017500.3,Glyma.17G261700,Glyma.14G223500,Glyma.06G017900,Glyma.04G017500
Legume.fam3.03986,glyma.Wm82.gnm4.ann1.Glyma.11G174300.1,glyma.Wm82.gnm4.ann1.Glyma.18G062100.2,glyma.Wm82.gnm4.ann1.Glyma.14G194200.1,glyma.Wm82.gnm4.ann1.Glyma.02G227100.1,Glyma.11G174300,Glyma.18G062100,Glyma.14G194200,Glyma.02G227100
Legume.fam3.03987,glyma.Wm82.gnm4.ann1.Glyma.14G192400.1,glyma.Wm82.gnm4.ann1.Glyma.02G225600.1,glyma.Wm82.gnm4.ann1.Glyma.11G176100.1,glyma.Wm82.gnm4.ann1.Glyma.18G065800.1,Glyma.14G192400,Glyma.02G225600,Glyma.11G176100,Glyma.18G065800
Legume.fam3.03990,glyma.Wm82.gnm4.ann1.Glyma.14G023100.2,glyma.Wm82.gnm4.ann1.Glyma.02G291700.1,glyma.Wm82.gnm4.ann1.Glyma.08G317200.1,glyma.Wm82.gnm4.ann1.Glyma.18G095800.2,Glyma.14G023100,Glyma.02G291700,Glyma.08G317200,Glyma.18G095800
Legume.fam3.03993,glyma.Wm82.gnm4.ann1.Glyma.09G052600.1,glyma.Wm82.gnm4.ann1.Glyma.15G158900.1,glyma.Wm82.gnm4.ann1.Glyma.05G132000.1,glyma.Wm82.gnm4.ann1.Glyma.08G086600.1,Glyma.09G052600,Glyma.15G158900,Glyma.05G132000,Glyma.08G086600
Legume.fam3.03998,glyma.Wm82.gnm4.ann1.Glyma.13G183900.1,glyma.Wm82.gnm4.ann1.Glyma.07G192500.1,glyma.Wm82.gnm4.ann1.Glyma.13G243600.1,glyma.Wm82.gnm4.ann1.Glyma.15G070100.4,Glyma.13G183900,Glyma.07G192500,Glyma.13G243600,Glyma.15G070100
Legume.fam3.03999,glyma.Wm82.gnm4.ann1.Glyma.13G237600.1,glyma.Wm82.gnm4.ann1.Glyma.15G075800.1,glyma.Wm82.gnm4.ann1.Glyma.07G198800.1,glyma.Wm82.gnm4.ann1.Glyma.13G177600.1,Glyma.13G237600,Glyma.15G075800,Glyma.07G198800,Glyma.13G177600
Legume.fam3.04003,glyma.Wm82.gnm4.ann1.Glyma.08G116200.1,glyma.Wm82.gnm4.ann1.Glyma.05G158500.1,glyma.Wm82.gnm4.ann1.Glyma.13G229500.2,glyma.Wm82.gnm4.ann1.Glyma.15G083000.1,Glyma.08G116200,Glyma.05G158500,Glyma.13G229500,Glyma.15G083000
Legume.fam3.04005,glyma.Wm82.gnm4.ann1.Glyma.08G096100.1,glyma.Wm82.gnm4.ann1.Glyma.05G140800.1,glyma.Wm82.gnm4.ann1.Glyma.13G218500.1,glyma.Wm82.gnm4.ann1.Glyma.15G093600.1,Glyma.08G096100,Glyma.05G140800,Glyma.13G218500,Glyma.15G093600
Legume.fam3.04010,glyma.Wm82.gnm4.ann1.Glyma.12G007600.1,glyma.Wm82.gnm4.ann1.Glyma.09G229000.2,glyma.Wm82.gnm4.ann1.Glyma.10G089200.2,glyma.Wm82.gnm4.ann1.Glyma.15G275500.1,Glyma.12G007600,Glyma.09G229000,Glyma.10G089200,Glyma.15G275500
Legume.fam3.04014,glyma.Wm82.gnm4.ann1.Glyma.03G260100.1,glyma.Wm82.gnm4.ann1.Glyma.19G259000.1,glyma.Wm82.gnm4.ann1.Glyma.16G020300.1,glyma.Wm82.gnm4.ann1.Glyma.07G051200.1,Glyma.03G260100,Glyma.19G259000,Glyma.16G020300,Glyma.07G051200
Legume.fam3.04020,glyma.Wm82.gnm4.ann1.Glyma.08G199900.1,glyma.Wm82.gnm4.ann1.Glyma.07G014400.2,glyma.Wm82.gnm4.ann1.Glyma.15G020800.1,glyma.Wm82.gnm4.ann1.Glyma.13G353500.1,Glyma.08G199900,Glyma.07G014400,Glyma.15G020800,Glyma.13G353500
Legume.fam3.04025,glyma.Wm82.gnm4.ann1.Glyma.03G085900.1,glyma.Wm82.gnm4.ann1.Glyma.16G088400.1,glyma.Wm82.gnm4.ann1.Glyma.08G346900.1,glyma.Wm82.gnm4.ann1.Glyma.18G158300.1,Glyma.03G085900,Glyma.16G088400,Glyma.08G346900,Glyma.18G158300
Legume.fam3.04027,glyma.Wm82.gnm4.ann1.Glyma.03G076800.6,glyma.Wm82.gnm4.ann1.Glyma.01G111200.2,glyma.Wm82.gnm4.ann1.Glyma.07G144500.1,glyma.Wm82.gnm4.ann1.Glyma.18G196200.5,Glyma.03G076800,Glyma.01G111200,Glyma.07G144500,Glyma.18G196200
Legume.fam3.04037,glyma.Wm82.gnm4.ann1.Glyma.04G173200.1,glyma.Wm82.gnm4.ann1.Glyma.06G191000.1,glyma.Wm82.gnm4.ann1.Glyma.17G098100.1,glyma.Wm82.gnm4.ann1.Glyma.05G028700.1,Glyma.04G173200,Glyma.06G191000,Glyma.17G098100,Glyma.05G028700
Legume.fam3.04040,glyma.Wm82.gnm4.ann1.Glyma.06G179400.1,glyma.Wm82.gnm4.ann1.Glyma.04G186400.4,glyma.Wm82.gnm4.ann1.Glyma.17G086600.1,glyma.Wm82.gnm4.ann1.Glyma.05G040200.1,Glyma.06G179400,Glyma.04G186400,Glyma.17G086600,Glyma.05G040200
Legume.fam3.04053,glyma.Wm82.gnm4.ann1.Glyma.13G284700.1,glyma.Wm82.gnm4.ann1.Glyma.12G216500.1,glyma.Wm82.gnm4.ann1.Glyma.12G139800.2,glyma.Wm82.gnm4.ann1.Glyma.06G262900.1,Glyma.13G284700,Glyma.12G216500,Glyma.12G139800,Glyma.06G262900
Legume.fam3.04054,glyma.Wm82.gnm4.ann1.Glyma.13G287000.1,glyma.Wm82.gnm4.ann1.Glyma.12G214600.4,glyma.Wm82.gnm4.ann1.Glyma.12G136000.1,glyma.Wm82.gnm4.ann1.Glyma.06G267000.1,Glyma.13G287000,Glyma.12G214600,Glyma.12G136000,Glyma.06G267000
Legume.fam3.04057,glyma.Wm82.gnm4.ann1.Glyma.15G097300.2,glyma.Wm82.gnm4.ann1.Glyma.13G215600.3,glyma.Wm82.gnm4.ann1.Glyma.07G250900.1,glyma.Wm82.gnm4.ann1.Glyma.17G023400.3,Glyma.15G097300,Glyma.13G215600,Glyma.07G250900,Glyma.17G023400
Legume.fam3.04058,glyma.Wm82.gnm4.ann1.Glyma.12G129600.3,glyma.Wm82.gnm4.ann1.Glyma.06G275800.1,glyma.Wm82.gnm4.ann1.Glyma.13G289800.1,glyma.Wm82.gnm4.ann1.Glyma.12G212000.1,Glyma.12G129600,Glyma.06G275800,Glyma.13G289800,Glyma.12G212000
Legume.fam3.04060,glyma.Wm82.gnm4.ann1.Glyma.06G276400.1,glyma.Wm82.gnm4.ann1.Glyma.12G128900.3,glyma.Wm82.gnm4.ann1.Glyma.13G290000.1,glyma.Wm82.gnm4.ann1.Glyma.12G211700.1,Glyma.06G276400,Glyma.12G128900,Glyma.13G290000,Glyma.12G211700
Legume.fam3.04062,glyma.Wm82.gnm4.ann1.Glyma.09G079000.1,glyma.Wm82.gnm4.ann1.Glyma.15G188500.1,glyma.Wm82.gnm4.ann1.Glyma.13G119800.2,glyma.Wm82.gnm4.ann1.Glyma.17G040500.1,Glyma.09G079000,Glyma.15G188500,Glyma.13G119800,Glyma.17G040500
Legume.fam3.04063,glyma.Wm82.gnm4.ann1.Glyma.06G283300.1,glyma.Wm82.gnm4.ann1.Glyma.12G122800.1,glyma.Wm82.gnm4.ann1.Glyma.12G209900.1,glyma.Wm82.gnm4.ann1.Glyma.13G291400.1,Glyma.06G283300,Glyma.12G122800,Glyma.12G209900,Glyma.13G291400
Legume.fam3.04065,glyma.Wm82.gnm4.ann1.Glyma.15G178100.1,glyma.Wm82.gnm4.ann1.Glyma.09G070100.1,glyma.Wm82.gnm4.ann1.Glyma.17G048600.1,glyma.Wm82.gnm4.ann1.Glyma.13G110900.1,Glyma.15G178100,Glyma.09G070100,Glyma.17G048600,Glyma.13G110900
Legume.fam3.04075,glyma.Wm82.gnm4.ann1.Glyma.18G300400.1,glyma.Wm82.gnm4.ann1.Glyma.08G361300.2,glyma.Wm82.gnm4.ann1.Glyma.10G296600.1,glyma.Wm82.gnm4.ann1.Glyma.20G247400.1,Glyma.18G300400,Glyma.08G361300,Glyma.10G296600,Glyma.20G247400
Legume.fam3.04076,glyma.Wm82.gnm4.ann1.Glyma.10G296900.16,glyma.Wm82.gnm4.ann1.Glyma.20G247700.10,glyma.Wm82.gnm4.ann1.Glyma.08G362400.4,glyma.Wm82.gnm4.ann1.Glyma.18G299500.2,Glyma.10G296900,Glyma.20G247700,Glyma.08G362400,Glyma.18G299500
