Dup,duplication_status
Glyma.15G052400,WGD
Glyma.15G052500,WGD
Glyma.15G052600,WGD
Glyma.15G053000,WGD
Glyma.15G053100,WGD
Glyma.15G053300,WGD
Glyma.15G053400,WGD
Glyma.15G053500,WGD
Glyma.15G053600,WGD
Glyma.15G053700,WGD
Glyma.15G053800,WGD
Glyma.15G053900,WGD
Glyma.15G054000,WGD
Glyma.15G054200,WGD
Glyma.15G054300,WGD
Glyma.15G054600,WGD
Glyma.15G054800,WGD
Glyma.15G054900,WGD
Glyma.15G055100,WGD
Glyma.15G055500,WGD
Glyma.15G055600,WGD
Glyma.15G055700,WGD
Glyma.15G055900,WGD
Glyma.15G056000,WGD
Glyma.15G056100,WGD
Glyma.15G056200,WGD
Glyma.15G056300,WGD
Glyma.15G056400,WGD
Glyma.15G056500,WGD
Glyma.15G056600,WGD
Glyma.15G056700,WGD
Glyma.15G056800,WGD
Glyma.15G056900,WGD
Glyma.15G057000,WGD
Glyma.15G057100,WGD
Glyma.15G057200,WGD
Glyma.15G057300,WGD
Glyma.15G057500,WGD
Glyma.15G057700,WGD
Glyma.15G057800,WGD
Glyma.15G057900,WGD
Glyma.15G058000,WGD
Glyma.15G058100,WGD
Glyma.15G058200,WGD
Glyma.15G058300,WGD
Glyma.15G058400,WGD
Glyma.15G058600,WGD
Glyma.15G058700,WGD
Glyma.15G058800,WGD
Glyma.15G058900,WGD
Glyma.15G059100,WGD
Glyma.15G059200,WGD
Glyma.15G059400,WGD
Glyma.15G059500,WGD
Glyma.15G059600,WGD
Glyma.15G059700,WGD
Glyma.15G059900,WGD
Glyma.15G060000,WGD
Glyma.15G060100,WGD
Glyma.15G060200,WGD
Glyma.15G060600,WGD
Glyma.15G060700,WGD
Glyma.15G060800,WGD
Glyma.15G060900,WGD
Glyma.15G061000,WGD
Glyma.15G061100,WGD
Glyma.15G061200,WGD
Glyma.15G061300,WGD
Glyma.15G061400,WGD
Glyma.15G061500,WGD
Glyma.15G061700,WGD
Glyma.15G061800,WGD
Glyma.15G061900,WGD
Glyma.15G062000,WGD
Glyma.15G062200,WGD
Glyma.15G062300,WGD
Glyma.15G062400,WGD
Glyma.15G062600,WGD
Glyma.15G062800,WGD
Glyma.15G063000,WGD
Glyma.15G063100,WGD
Glyma.15G063200,WGD
Glyma.15G063400,WGD
Glyma.15G063500,WGD
Glyma.15G063600,WGD
Glyma.15G063700,WGD
Glyma.15G063800,WGD
Glyma.15G063900,WGD
Glyma.15G064100,WGD
Glyma.15G064200,WGD
Glyma.15G064300,WGD
Glyma.15G064500,WGD
Glyma.15G064700,WGD
Glyma.15G064800,WGD
Glyma.15G064900,WGD
Glyma.15G065100,WGD
Glyma.15G065200,WGD
Glyma.15G065400,WGD
Glyma.15G065700,WGD
Glyma.15G065800,WGD
Glyma.15G066000,WGD
Glyma.15G066100,WGD
Glyma.15G066200,WGD
Glyma.15G066400,WGD
Glyma.15G066600,WGD
Glyma.15G066700,WGD
Glyma.15G066800,WGD
Glyma.15G066900,WGD
Glyma.15G067000,WGD
Glyma.15G067100,WGD
Glyma.15G067200,WGD
Glyma.15G067300,WGD
Glyma.15G067400,WGD
Glyma.15G067500,WGD
Glyma.15G067700,WGD
Glyma.15G067800,WGD
Glyma.15G067900,WGD
Glyma.15G068000,WGD
Glyma.15G068100,WGD
Glyma.15G068200,WGD
Glyma.15G068500,WGD
Glyma.15G068600,WGD
Glyma.15G068700,WGD
Glyma.15G068800,WGD
Glyma.15G068900,WGD
Glyma.15G069000,WGD
Glyma.15G069100,WGD
Glyma.15G069200,WGD
Glyma.15G069300,WGD
Glyma.15G069400,WGD
Glyma.15G069500,WGD
Glyma.15G069600,WGD
Glyma.15G069700,WGD
Glyma.15G069800,WGD
Glyma.15G069900,WGD
Glyma.15G070000,WGD
Glyma.15G070100,WGD
Glyma.15G070200,WGD
Glyma.15G070300,WGD
Glyma.15G070400,WGD
Glyma.15G070700,WGD
Glyma.15G070800,WGD
Glyma.15G071000,WGD
Glyma.15G071200,WGD
Glyma.15G071300,WGD
Glyma.15G071400,WGD
Glyma.15G071600,WGD
Glyma.15G071800,WGD
Glyma.15G071900,WGD
Glyma.15G072000,WGD
Glyma.15G072100,WGD
Glyma.15G072200,WGD
Glyma.15G072266,WGD
Glyma.15G072400,WGD
Glyma.15G072500,WGD
Glyma.15G072600,WGD
Glyma.15G072700,WGD
Glyma.15G072800,WGD
Glyma.15G072900,WGD
Glyma.15G073100,WGD
Glyma.15G073200,WGD
Glyma.15G073400,WGD
Glyma.15G073500,WGD
Glyma.15G073700,WGD
Glyma.15G073900,WGD
Glyma.15G074000,WGD
Glyma.15G074100,WGD
Glyma.15G074200,WGD
Glyma.15G074267,WGD
Glyma.15G074333,WGD
Glyma.15G074400,WGD
Glyma.15G074500,WGD
Glyma.15G074600,WGD
Glyma.15G074700,WGD
Glyma.15G074800,WGD
Glyma.15G074900,WGD
Glyma.15G075000,WGD
Glyma.15G075100,WGD
Glyma.15G075200,WGD
Glyma.15G075300,WGD
Glyma.15G075400,WGD
Glyma.15G075500,WGD
Glyma.15G075600,WGD
Glyma.15G075800,WGD
Glyma.15G076000,WGD
Glyma.15G076200,WGD
Glyma.15G076300,WGD
Glyma.15G076400,WGD
Glyma.15G076500,WGD
Glyma.15G076600,WGD
Glyma.15G076800,WGD
Glyma.15G076900,WGD
Glyma.15G077000,WGD
Glyma.15G077100,WGD
Glyma.15G077300,WGD
Glyma.15G077400,WGD
Glyma.15G077500,WGD
Glyma.15G077600,WGD
Glyma.15G077700,WGD
Glyma.15G078000,WGD
Glyma.15G078200,WGD
Glyma.15G078300,WGD
Glyma.15G078400,WGD
Glyma.15G078600,WGD
Glyma.15G078701,WGD
Glyma.15G078800,WGD
Glyma.15G078900,WGD
Glyma.15G079000,WGD
Glyma.15G079100,WGD
Glyma.15G079200,WGD
Glyma.15G079300,WGD
Glyma.15G079500,WGD
Glyma.15G079600,WGD
Glyma.15G079700,WGD
Glyma.15G079900,WGD
Glyma.15G080000,WGD
Glyma.15G080067,WGD
Glyma.15G080200,WGD
Glyma.15G080400,WGD
Glyma.15G080500,WGD
Glyma.15G080600,WGD
Glyma.15G080700,WGD
Glyma.15G080800,WGD
Glyma.15G080900,WGD
Glyma.15G081300,WGD
Glyma.15G081400,WGD
Glyma.15G081500,WGD
Glyma.15G081600,WGD
Glyma.15G081800,WGD
Glyma.15G082000,WGD
Glyma.15G082100,WGD
Glyma.15G082300,WGD
Glyma.15G082400,WGD
Glyma.15G082600,WGD
Glyma.15G082800,WGD
Glyma.15G082900,WGD
Glyma.15G083000,WGD
Glyma.15G083200,WGD
Glyma.15G083300,WGD
Glyma.15G083400,WGD
Glyma.15G083500,WGD
Glyma.15G083600,WGD
Glyma.15G083700,WGD
Glyma.15G083800,WGD
Glyma.15G083900,WGD
Glyma.15G084100,WGD
Glyma.15G084200,WGD
Glyma.15G084300,WGD
Glyma.15G084400,WGD
Glyma.15G084466,WGD
Glyma.15G084600,WGD
Glyma.15G084700,WGD
Glyma.15G084800,WGD
Glyma.15G085000,WGD
Glyma.15G085200,WGD
Glyma.15G085300,WGD
Glyma.15G085400,WGD
Glyma.15G085451,WGD
Glyma.15G085500,WGD
Glyma.15G085800,WGD
Glyma.15G085900,WGD
Glyma.15G086000,WGD
Glyma.15G086100,WGD
Glyma.15G086200,WGD
Glyma.15G086302,WGD
Glyma.15G086400,WGD
Glyma.15G086500,WGD
Glyma.15G086800,WGD
Glyma.15G086900,WGD
Glyma.15G087100,WGD
Glyma.15G087200,WGD
Glyma.15G087300,WGD
Glyma.15G087400,WGD
Glyma.15G087500,WGD
Glyma.15G087700,WGD
Glyma.15G087900,WGD
Glyma.15G088100,WGD
Glyma.15G088200,WGD
Glyma.15G088300,WGD
Glyma.15G088500,WGD
Glyma.15G088600,WGD
Glyma.15G088900,WGD
Glyma.15G089300,WGD
Glyma.15G089401,WGD
Glyma.15G089500,WGD
Glyma.15G089600,WGD
Glyma.15G089700,WGD
Glyma.15G089800,WGD
Glyma.15G089900,WGD
Glyma.15G090100,WGD
Glyma.15G090200,WGD
Glyma.15G090300,WGD
Glyma.15G090400,WGD
Glyma.15G090500,WGD
Glyma.15G090700,WGD
Glyma.15G091000,WGD
Glyma.15G091200,WGD
Glyma.15G091500,WGD
Glyma.15G091600,WGD
Glyma.15G091800,WGD
Glyma.15G091900,WGD
Glyma.15G091951,WGD
Glyma.15G092000,WGD
Glyma.15G092100,WGD
Glyma.15G092200,WGD
Glyma.15G092400,WGD
Glyma.15G092500,WGD
Glyma.15G092600,WGD
Glyma.15G092700,WGD
Glyma.15G092800,WGD
Glyma.15G092900,WGD
Glyma.15G093000,WGD
Glyma.15G093100,WGD
Glyma.15G093200,WGD
Glyma.15G093300,WGD
Glyma.15G093500,WGD
Glyma.15G093600,WGD
Glyma.15G093700,WGD
Glyma.15G093850,WGD
Glyma.15G093900,WGD
Glyma.15G094000,WGD
Glyma.15G094100,WGD
Glyma.15G094350,WGD
Glyma.15G094400,WGD
Glyma.15G094500,WGD
Glyma.15G094600,WGD
Glyma.15G094700,WGD
Glyma.15G094800,WGD
Glyma.15G094900,WGD
Glyma.15G095000,WGD
Glyma.15G095300,WGD
Glyma.15G095400,WGD
Glyma.15G095500,WGD
Glyma.15G095600,WGD
Glyma.15G095700,WGD
Glyma.15G095800,WGD
Glyma.15G096000,WGD
Glyma.15G096200,WGD
Glyma.15G096600,WGD
Glyma.15G096700,WGD
Glyma.15G096800,WGD
Glyma.15G097000,WGD
Glyma.15G097100,WGD
Glyma.15G097300,WGD
Glyma.15G097400,WGD
Glyma.15G097700,WGD
Glyma.15G097900,WGD
Glyma.15G098000,WGD
Glyma.15G098100,WGD
Glyma.15G098200,WGD
Glyma.15G098300,WGD
Glyma.15G098400,WGD
Glyma.15G098500,WGD
Glyma.15G098700,WGD
Glyma.15G098800,WGD
Glyma.15G098900,WGD
Glyma.15G099000,WGD
Glyma.15G099050,WGD
Glyma.15G099100,WGD
Glyma.15G099200,WGD
Glyma.15G099300,WGD
Glyma.15G099400,WGD
Glyma.15G099500,WGD
Glyma.15G099700,WGD
Glyma.15G099800,WGD
Glyma.15G099900,WGD
Glyma.15G100100,WGD
Glyma.15G100200,WGD
Glyma.15G100300,WGD
Glyma.15G100400,WGD
Glyma.15G100500,WGD
Glyma.15G100600,WGD
Glyma.15G100700,WGD
Glyma.15G100800,WGD
Glyma.15G100900,WGD
Glyma.15G101000,WGD
Glyma.15G101200,WGD
Glyma.15G101300,WGD
Glyma.15G101400,WGD
Glyma.15G101500,WGD
Glyma.15G101600,WGD
Glyma.15G101900,WGD
Glyma.15G102000,WGD
Glyma.15G102100,WGD
Glyma.15G102202,WGD
Glyma.15G102300,WGD
Glyma.15G102400,WGD
Glyma.15G102500,WGD
Glyma.15G102700,WGD
Glyma.15G102800,WGD
Glyma.15G103000,WGD
Glyma.15G103200,WGD
Glyma.15G103267,WGD
Glyma.15G103500,WGD
Glyma.15G103700,WGD
Glyma.15G103800,WGD
Glyma.15G103900,WGD
Glyma.15G104000,WGD
Glyma.15G104100,WGD
Glyma.15G104200,WGD
Glyma.15G104300,WGD
Glyma.15G104400,WGD
Glyma.15G104600,WGD
Glyma.15G104700,WGD
Glyma.15G104900,WGD
Glyma.15G105100,WGD
Glyma.15G105300,WGD
Glyma.15G105400,WGD
Glyma.15G105500,WGD
Glyma.15G105600,WGD
Glyma.15G105800,WGD
Glyma.15G105900,WGD
Glyma.15G106000,WGD
Glyma.15G106100,WGD
Glyma.15G106200,WGD
Glyma.15G106400,WGD
Glyma.15G106600,WGD
Glyma.15G106700,WGD
Glyma.15G106800,WGD
Glyma.15G106900,WGD
Glyma.15G107000,WGD
Glyma.15G107100,WGD
Glyma.15G107200,WGD
Glyma.15G107300,WGD
Glyma.15G107500,WGD
Glyma.15G107700,WGD
Glyma.15G107800,WGD
Glyma.15G107900,WGD
Glyma.15G108000,WGD
Glyma.15G108100,WGD
Glyma.15G108200,WGD
Glyma.15G108300,WGD
Glyma.15G108400,WGD
Glyma.15G108700,WGD
Glyma.15G108900,WGD
Glyma.15G109100,WGD
Glyma.15G109300,WGD
Glyma.15G109500,WGD
Glyma.15G109600,WGD
Glyma.15G109700,WGD
Glyma.15G109800,WGD
Glyma.15G110000,WGD
Glyma.15G110200,WGD
Glyma.15G110300,WGD
Glyma.15G110400,WGD
Glyma.15G110500,WGD
Glyma.15G110700,WGD
Glyma.15G110800,WGD
Glyma.15G110900,WGD
Glyma.15G111000,WGD
Glyma.15G111100,WGD
Glyma.15G111200,WGD
Glyma.15G111300,WGD
Glyma.15G111400,WGD
Glyma.15G111500,WGD
Glyma.15G111600,WGD
Glyma.15G111700,WGD
Glyma.15G111800,WGD
Glyma.15G111900,WGD
Glyma.15G112000,WGD
Glyma.15G112200,WGD
Glyma.15G112300,WGD
Glyma.15G112400,WGD
Glyma.15G112500,WGD
Glyma.15G112600,WGD
Glyma.15G112700,WGD
Glyma.15G112900,WGD
Glyma.15G113000,WGD
Glyma.15G113200,WGD
Glyma.15G113300,WGD
Glyma.15G113400,WGD
Glyma.15G113500,WGD
Glyma.15G113700,WGD
Glyma.15G113800,WGD
Glyma.15G113900,WGD
Glyma.15G114000,WGD
Glyma.15G114100,WGD
Glyma.15G114200,WGD
Glyma.15G114300,WGD
Glyma.15G114400,WGD
Glyma.15G114700,WGD
Glyma.15G114800,WGD
Glyma.15G114900,WGD
Glyma.15G115100,WGD
Glyma.15G115200,WGD
Glyma.15G115300,WGD
Glyma.15G115400,WGD
Glyma.15G115500,WGD
Glyma.15G115600,WGD
Glyma.15G115800,WGD
Glyma.15G115900,WGD
Glyma.15G116000,WGD
Glyma.15G116200,WGD
Glyma.15G116300,WGD
Glyma.15G116700,WGD
Glyma.15G116800,WGD
Glyma.15G116900,WGD
Glyma.15G117000,WGD
Glyma.15G117100,WGD
Glyma.15G117200,WGD
Glyma.15G117600,WGD
Glyma.15G117700,WGD
Glyma.15G117900,WGD
Glyma.15G118000,WGD
Glyma.15G118051,WGD
Glyma.15G118100,WGD
Glyma.15G118200,WGD
Glyma.15G118400,WGD
Glyma.15G118500,WGD
Glyma.15G118600,WGD
Glyma.15G118700,WGD
Glyma.15G118800,WGD
Glyma.15G118900,WGD
Glyma.15G119000,WGD
Glyma.15G119100,WGD
Glyma.15G120100,WGD
Glyma.15G120300,WGD
Glyma.15G120400,WGD
Glyma.15G120500,WGD
Glyma.15G120600,WGD
Glyma.15G120700,WGD
Glyma.15G120800,WGD
Glyma.15G121000,WGD
Glyma.15G121100,WGD
Glyma.15G121200,WGD
Glyma.15G121300,WGD
Glyma.15G121400,WGD
Glyma.15G121500,WGD
Glyma.15G121600,WGD
Glyma.15G121700,WGD
Glyma.15G121800,WGD
Glyma.15G121900,WGD
Glyma.15G122100,WGD
Glyma.15G122200,WGD
Glyma.15G122400,WGD
Glyma.15G122500,WGD
Glyma.15G122600,WGD
Glyma.15G122850,WGD
Glyma.15G122900,WGD
Glyma.15G123000,WGD
Glyma.15G123100,WGD
Glyma.15G123200,WGD
Glyma.15G123400,WGD
Glyma.15G123600,WGD
Glyma.15G123700,WGD
Glyma.15G123800,WGD
Glyma.15G123900,WGD
Glyma.15G124000,WGD
Glyma.15G124100,WGD
Glyma.15G124200,WGD
Glyma.15G124400,WGD
Glyma.15G124600,WGD
Glyma.15G124700,WGD
Glyma.15G124900,WGD
Glyma.15G125000,WGD
Glyma.15G125200,WGD
Glyma.15G125300,WGD
Glyma.15G125400,WGD
Glyma.15G125700,WGD
Glyma.15G125800,WGD
Glyma.15G125900,WGD
Glyma.15G126000,WGD
Glyma.15G126200,WGD
Glyma.15G126400,WGD
Glyma.15G126500,WGD
Glyma.15G126600,WGD
Glyma.15G126700,WGD
Glyma.15G126800,WGD
Glyma.15G126900,WGD
Glyma.15G127100,WGD
Glyma.15G127200,WGD
Glyma.15G127400,WGD
Glyma.15G127500,WGD
Glyma.15G127567,WGD
Glyma.15G127700,WGD
Glyma.15G127800,WGD
Glyma.15G127900,WGD
Glyma.15G128000,WGD
Glyma.15G128100,WGD
Glyma.15G128200,WGD
Glyma.15G128300,WGD
Glyma.15G128400,WGD
Glyma.15G128500,WGD
Glyma.15G128600,WGD
Glyma.15G128800,WGD
Glyma.15G129300,WGD
Glyma.15G129400,WGD
Glyma.15G129500,WGD
Glyma.15G129600,WGD
Glyma.15G129700,WGD
Glyma.15G129800,WGD
Glyma.15G129900,WGD
Glyma.15G130000,WGD
Glyma.15G130100,WGD
Glyma.15G130200,WGD
Glyma.15G130300,WGD
Glyma.15G130500,WGD
Glyma.15G130600,WGD
Glyma.15G130900,WGD
Glyma.15G131100,WGD
Glyma.15G131200,WGD
Glyma.15G131300,WGD
Glyma.15G131400,WGD
Glyma.15G131600,WGD
Glyma.15G131700,WGD
Glyma.15G131900,WGD
Glyma.15G132000,WGD
Glyma.15G132100,WGD
Glyma.15G132200,WGD
Glyma.15G132400,WGD
Glyma.15G132500,WGD
Glyma.15G132600,WGD
Glyma.15G132800,WGD
Glyma.15G133400,WGD
Glyma.15G133600,WGD
Glyma.15G133900,WGD
Glyma.15G134300,WGD
Glyma.15G134400,WGD
Glyma.15G134500,WGD
Glyma.15G134600,WGD
Glyma.15G134800,WGD
Glyma.15G134900,WGD
Glyma.15G135000,WGD
Glyma.15G135100,WGD
Glyma.15G135200,WGD
Glyma.15G135400,WGD
Glyma.15G135500,WGD
Glyma.15G135600,WGD
Glyma.15G135700,WGD
Glyma.15G135800,WGD
Glyma.15G135900,WGD
Glyma.15G136000,WGD
Glyma.15G136100,WGD
Glyma.15G136200,WGD
Glyma.15G136300,WGD
Glyma.15G136400,WGD
Glyma.15G136466,WGD
Glyma.15G136600,WGD
Glyma.15G136700,WGD
Glyma.15G136800,WGD
Glyma.15G136900,WGD
Glyma.15G137000,WGD
Glyma.15G137300,WGD
Glyma.15G137500,WGD
Glyma.15G137700,WGD
Glyma.15G137800,WGD
Glyma.15G137900,WGD
Glyma.15G138000,WGD
Glyma.15G138200,WGD
Glyma.15G138300,WGD
Glyma.15G138400,WGD
Glyma.15G138500,WGD
Glyma.15G138600,WGD
Glyma.15G138800,WGD
Glyma.15G139000,WGD
Glyma.15G139100,WGD
Glyma.15G139200,WGD
Glyma.15G139300,WGD
Glyma.15G139400,WGD
Glyma.15G139500,WGD
Glyma.15G139600,WGD
Glyma.15G139900,WGD
Glyma.15G140000,WGD
Glyma.15G140200,WGD
Glyma.15G140501,WGD
Glyma.15G140800,WGD
Glyma.15G140900,WGD
Glyma.15G141000,WGD
Glyma.15G141100,WGD
Glyma.15G141200,WGD
Glyma.15G141400,WGD
Glyma.15G141500,WGD
Glyma.15G141900,WGD
Glyma.15G142400,WGD
Glyma.15G142600,WGD
Glyma.15G142700,WGD
Glyma.15G142801,WGD
Glyma.15G142900,WGD
Glyma.15G143000,WGD
Glyma.15G143100,WGD
Glyma.15G143232,WGD
Glyma.15G143300,WGD
Glyma.15G143400,WGD
Glyma.15G143600,WGD
Glyma.15G143700,WGD
Glyma.15G143800,WGD
Glyma.15G143900,WGD
Glyma.15G144000,WGD
Glyma.15G144100,WGD
Glyma.15G144500,WGD
Glyma.15G144600,WGD
Glyma.15G144700,WGD
Glyma.15G144800,WGD
Glyma.15G144900,WGD
Glyma.15G145200,WGD
Glyma.15G145400,WGD
Glyma.15G145600,WGD
Glyma.15G145900,WGD
Glyma.15G146200,WGD
Glyma.15G146400,WGD
Glyma.15G146500,WGD
Glyma.15G146700,WGD
Glyma.15G146800,WGD
Glyma.15G146900,WGD
Glyma.15G147000,WGD
Glyma.15G147200,WGD
Glyma.15G147300,WGD
Glyma.15G147400,WGD
Glyma.15G147700,WGD
Glyma.15G147800,WGD
Glyma.15G148000,WGD
Glyma.15G148200,WGD
Glyma.15G148300,WGD
Glyma.15G148500,WGD
Glyma.15G148700,WGD
Glyma.15G148800,WGD
Glyma.15G148900,WGD
Glyma.15G149000,WGD
Glyma.15G149100,WGD
Glyma.15G149200,WGD
Glyma.15G149300,WGD
Glyma.15G149400,WGD
Glyma.15G149502,WGD
Glyma.15G149600,WGD
Glyma.15G149700,WGD
Glyma.15G149800,WGD
Glyma.15G149900,WGD
Glyma.15G150000,WGD
Glyma.15G150200,WGD
Glyma.15G150300,WGD
Glyma.15G150400,WGD
Glyma.15G150500,WGD
Glyma.15G150700,WGD
Glyma.15G150900,WGD
Glyma.15G151100,WGD
Glyma.15G151200,WGD
Glyma.15G151300,WGD
Glyma.15G151700,WGD
Glyma.15G151800,WGD
Glyma.15G152000,WGD
Glyma.15G152100,WGD
Glyma.15G152500,WGD
Glyma.15G152600,WGD
Glyma.15G152700,WGD
Glyma.15G152900,WGD
Glyma.15G153000,WGD
Glyma.15G153100,WGD
Glyma.15G153150,WGD
Glyma.15G153900,WGD
Glyma.15G154000,WGD
Glyma.15G154100,WGD
Glyma.15G154200,WGD
Glyma.15G154300,WGD
Glyma.15G154400,WGD
Glyma.15G154600,WGD
Glyma.15G154700,WGD
Glyma.15G154800,WGD
Glyma.15G154900,WGD
Glyma.15G155100,WGD
Glyma.15G155200,WGD
Glyma.15G155300,WGD
Glyma.15G155400,WGD
Glyma.15G155500,WGD
Glyma.15G155600,WGD
Glyma.15G155700,WGD
Glyma.15G155800,WGD
Glyma.15G155900,WGD
Glyma.15G156100,WGD
Glyma.15G156200,WGD
Glyma.15G156400,WGD
Glyma.15G156500,WGD
Glyma.15G156700,WGD
Glyma.15G156900,WGD
Glyma.15G157000,WGD
Glyma.15G157100,WGD
Glyma.15G157300,WGD
Glyma.15G157400,WGD
Glyma.15G157500,WGD
Glyma.15G157700,WGD
Glyma.15G157800,WGD
Glyma.15G157900,WGD
Glyma.15G158100,WGD
Glyma.15G158200,WGD
Glyma.15G158300,WGD
Glyma.15G158400,WGD
Glyma.15G158500,WGD
Glyma.15G158600,WGD
Glyma.15G158800,WGD
Glyma.15G158900,WGD
Glyma.15G159000,WGD
Glyma.15G159100,WGD
Glyma.15G160300,WGD
Glyma.15G160400,WGD
Glyma.15G160500,WGD
Glyma.15G160600,WGD
Glyma.15G161200,WGD
Glyma.15G161300,WGD
Glyma.15G161600,WGD
Glyma.15G161900,WGD
Glyma.15G162300,WGD
Glyma.15G162600,WGD
Glyma.15G162667,WGD
Glyma.15G162733,WGD
Glyma.15G162800,WGD
Glyma.15G163100,WGD
Glyma.15G163200,WGD
Glyma.15G163500,WGD
Glyma.15G163600,WGD
Glyma.15G163700,WGD
Glyma.15G163800,WGD
Glyma.15G163900,WGD
Glyma.15G164000,WGD
Glyma.15G164100,WGD
Glyma.15G164400,WGD
Glyma.15G164500,WGD
Glyma.15G164700,WGD
Glyma.15G164800,WGD
Glyma.15G164900,WGD
Glyma.15G165000,WGD
Glyma.15G165100,WGD
Glyma.15G165200,WGD
Glyma.15G165500,WGD
Glyma.15G165600,WGD
Glyma.15G165700,WGD
Glyma.15G165800,WGD
Glyma.15G165900,WGD
Glyma.15G166200,WGD
Glyma.15G166500,WGD
Glyma.15G166600,WGD
Glyma.15G166700,WGD
Glyma.15G166800,WGD
Glyma.15G166900,WGD
Glyma.15G167000,WGD
Glyma.15G167100,WGD
Glyma.15G167300,WGD
Glyma.15G167400,WGD
Glyma.15G167500,WGD
Glyma.15G167600,WGD
Glyma.15G167800,WGD
Glyma.15G167900,WGD
Glyma.15G168000,WGD
Glyma.15G168200,WGD
Glyma.15G168400,WGD
Glyma.15G168500,WGD
Glyma.15G168600,WGD
Glyma.15G168700,WGD
Glyma.15G168800,WGD
Glyma.15G169000,WGD
Glyma.15G169100,WGD
Glyma.15G169200,WGD
Glyma.15G169300,WGD
Glyma.15G169500,WGD
Glyma.15G169600,WGD
Glyma.15G169800,WGD
Glyma.15G170000,WGD
Glyma.15G170100,WGD
Glyma.15G170200,WGD
Glyma.15G170300,WGD
Glyma.15G170400,WGD
Glyma.15G170500,WGD
Glyma.15G170600,WGD
Glyma.15G170700,WGD
Glyma.15G170800,WGD
Glyma.15G171000,WGD
Glyma.15G171100,WGD
Glyma.15G171700,WGD
Glyma.15G171800,WGD
Glyma.15G171900,WGD
Glyma.15G172000,WGD
Glyma.15G172100,WGD
Glyma.15G172200,WGD
Glyma.15G172300,WGD
Glyma.15G172400,WGD
Glyma.15G172500,WGD
Glyma.15G172600,WGD
Glyma.15G172700,WGD
Glyma.15G172800,WGD
Glyma.15G172900,WGD
Glyma.15G173000,WGD
Glyma.15G173100,WGD
Glyma.15G173300,WGD
Glyma.15G173400,WGD
Glyma.15G173500,WGD
Glyma.15G173800,WGD
Glyma.15G174200,WGD
Glyma.15G175800,WGD
Glyma.15G176100,WGD
Glyma.15G176300,WGD
Glyma.15G176400,WGD
Glyma.15G176500,WGD
Glyma.15G176600,WGD
Glyma.15G176900,WGD
Glyma.15G177000,WGD
Glyma.15G177100,WGD
Glyma.15G177400,WGD
Glyma.15G177500,WGD
Glyma.15G177700,WGD
Glyma.15G177800,WGD
Glyma.15G177900,WGD
Glyma.15G178100,WGD
Glyma.15G178300,WGD
Glyma.15G178400,WGD
Glyma.15G178900,WGD
Glyma.15G179200,WGD
Glyma.15G179300,WGD
Glyma.15G179400,WGD
Glyma.15G179500,WGD
Glyma.15G179600,WGD
Glyma.15G179800,WGD
Glyma.15G180000,WGD
Glyma.15G180900,WGD
Glyma.15G181000,WGD
Glyma.15G181200,WGD
Glyma.15G181400,WGD
Glyma.15G181500,WGD
Glyma.15G181600,WGD
Glyma.15G181800,WGD
Glyma.15G181900,WGD
Glyma.15G182000,WGD
Glyma.15G182300,WGD
Glyma.15G182600,WGD
Glyma.15G182800,WGD
Glyma.15G182900,WGD
Glyma.15G183000,WGD
Glyma.15G183100,WGD
Glyma.15G183400,WGD
Glyma.15G183700,WGD
Glyma.15G183800,WGD
Glyma.15G184300,WGD
Glyma.15G184400,WGD
Glyma.15G184900,WGD
Glyma.15G185000,WGD
Glyma.15G185200,WGD
Glyma.15G185400,WGD
Glyma.15G185900,WGD
Glyma.15G186100,WGD
Glyma.15G186300,WGD
Glyma.15G186400,WGD
Glyma.15G186500,WGD
Glyma.15G187000,WGD
Glyma.15G187400,WGD
Glyma.15G187500,WGD
Glyma.15G188500,WGD
Glyma.15G188800,WGD
Glyma.15G188900,WGD
Glyma.15G189200,WGD
Glyma.15G189700,WGD
Glyma.15G190200,WGD
Glyma.15G190500,WGD
Glyma.15G190700,WGD
Glyma.15G190800,WGD
Glyma.15G191100,WGD
Glyma.15G191200,WGD
Glyma.15G191600,WGD
Glyma.15G191800,WGD
Glyma.15G192000,WGD
Glyma.15G192100,WGD
Glyma.15G192300,WGD
Glyma.15G192700,WGD
Glyma.15G192800,WGD
Glyma.15G193000,WGD
Glyma.15G193100,WGD
Glyma.15G193200,WGD
Glyma.15G193300,WGD
Glyma.15G193400,WGD
Glyma.15G193700,WGD
Glyma.15G194000,WGD
Glyma.15G194200,WGD
Glyma.15G194300,WGD
Glyma.15G194600,WGD
Glyma.15G194800,WGD
Glyma.15G194900,WGD
Glyma.15G195000,WGD
Glyma.15G195100,WGD
Glyma.15G195600,WGD
Glyma.15G195700,WGD
Glyma.15G196100,WGD
Glyma.15G196300,WGD
Glyma.15G196400,WGD
Glyma.15G196500,WGD
Glyma.15G196550,WGD
Glyma.15G196800,WGD
Glyma.15G196900,WGD
Glyma.15G197100,WGD
Glyma.15G197200,WGD
Glyma.15G197300,WGD
Glyma.15G197800,WGD
Glyma.15G198100,WGD
Glyma.15G198300,WGD
Glyma.15G198500,WGD
Glyma.15G198600,WGD
Glyma.15G198900,WGD
Glyma.15G199500,WGD
Glyma.15G199800,WGD
Glyma.15G200100,WGD
Glyma.15G200600,WGD
Glyma.15G200800,WGD
Glyma.15G201300,WGD
Glyma.15G201400,WGD
